"Country Name","Country Code","Year","average_value_Current account balance (BoP, current US$)","average_value_Debt service (PPG and IMF only, % of exports of goods, services and primary income)","average_value_Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","average_value_Debt service on external debt, total (TDS, current US$)","average_value_Exports of goods, services and primary income (BoP, current US$)","average_value_External debt stocks (% of GNI)","average_value_External debt stocks, long-term (DOD, current US$)","average_value_External debt stocks, private nonguaranteed (PNG) (DOD, current US$)","average_value_External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)","average_value_External debt stocks, short-term (DOD, current US$)","average_value_Foreign direct investment, net inflows (BoP, current US$)","average_value_GNI (current US$)","average_value_Grants, excluding technical cooperation (BoP, current US$)","average_value_IBRD loans and IDA credits (DOD, current US$)","average_value_IFC, private nonguaranteed (NFL, current US$)","average_value_IMF repurchases and charges (TDS, current US$)","average_value_Imports of goods, services and primary income (BoP, current US$)","average_value_Multilateral debt service (% of public and publicly guaranteed debt service)","average_value_Multilateral debt service (TDS, current US$)","average_value_Net ODA received (% of GNI)","average_value_Net ODA received per capita (current US$)","average_value_Net financial flows, IDA (NFL, current US$)","average_value_Net financial flows, IMF concessional (NFL, current US$)","average_value_Net financial flows, IMF nonconcessional (NFL, current US$)","average_value_Net financial flows, RDB concessional (NFL, current US$)","average_value_Net financial flows, bilateral (NFL, current US$)","average_value_Net financial flows, multilateral (NFL, current US$)","average_value_Net financial flows, others (NFL, current US$)","average_value_Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","average_value_Net official development assistance received (current US$)","average_value_PNG, commercial banks and other creditors (NFL, current US$)","average_value_PPG, IDA (DOD, current US$)","average_value_PPG, official creditors (NFL, current US$)","average_value_Personal remittances, received (current US$)","average_value_Portfolio equity, net inflows (BoP, current US$)","average_value_Present value of external debt (% of GNI)","average_value_Present value of external debt (% of exports of goods, services and primary income)","average_value_Present value of external debt (current US$)","average_value_Public and publicly guaranteed debt service (% of GNI)","average_value_Public and publicly guaranteed debt service (% of exports of goods, services and primary income)","average_value_Short-term debt (% of exports of goods, services and primary income)","average_value_Short-term debt (% of total external debt)","average_value_Short-term debt (% of total reserves)","average_value_Technical cooperation grants (BoP, current US$)","average_value_Total debt service (% of GNI)","average_value_Total debt service (% of exports of goods, services and primary income)","average_value_Total reserves (% of total external debt)","average_value_Total reserves (includes gold, current US$)","average_value_Total reserves in months of imports","average_value_Use of IMF credit (DOD, current US$)"
"Syrian Arab Republic","SYR","1984","-794000000","","","","2697500000","","","","","","50000","18058641826","640800000","292581000","","","4720200000","","","3.5660488018627","62.5645562391966","-635000","","","","","","","","643979980.46875","","46493000","","321399993.9","0","","","","","","","","","15410000","","","","524999208.624065","1.33468719619694","0"
"Thailand","THA","1966","","","","","","","","","","","","5275528663.46154","3790000","","","","","","","0.83972625424033","1.35105751778464","","","","","","","","","44299999.2370605","","","","","","","","","","","","","","31250000","","","","923957800","",""
"Timor-Leste","TLS","1984","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","",""
"Tonga","TON","1972","-1475102.27827888","","","","4706841.99300053","","","","","","0","","630000","","","","7998910.67018587","","","","13.5531172991609","","","","","","","","","1169999.95708466","","","","607909.739","0","","","","","","","","","510000","","","","","",""
"South Asia (IDA & IBRD)","TSA","1990","","25.5742923335846","","","35664302317.6315","","","","","","541686874.372815","403102896231.069","","","0","","53488905138.3334","","","1.30126578270668","4.62766854726912","1379778000","","","","","","","","5245440057.75451","","","","5571348376.548","472260.518186794","","","","1.92108852485384","21.6854948817493","34.8012051106129","","149.326302591709","","2.69257840434182","","6.65508770027571","","2.01488151783932",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1989","","","","","71861383243.8982","","","","","","2969625004.17841","279425932477.997","","","0","","77649182239.7251","","","5.12826414370705","28.9250811900193","1652287789.3","","","","","","","","14329699903.4882","","","","2374864403.39637","453177204.992686","","","","","","","","146.105685025001","","","","6.66887761599624","","6.55589029284704",""
"Tunisia","TUN","2015","-3849716434.07889","8.89468367657983","1582597258","2013625208.2","17930083476.7093","66.3442047490672","19398327087.3","1182181000","18216146087.3","6574714000","970521888.740203","41834013050.571","274890000","2481513000","15017340","12226950.2","23717581087.1089","61.6303458678178","975360163.8","1.18532734241335","44.3535034381804","-1941000","","300636904.6","221916729.7","58703089.5","927550000","14344513","-332289000","495869995.117188","-332289000","7819000","986253274.6","1971375772.63748","152679538.647805","","","","3.7830395474775","8.82649129913839","36.6686190197629","23.7007","86.9762976903732","148200000","4.81336850415434","11.2304285187275","27.2496210340213","7559201960.29189","3.82460686822763","1767535381.1"
"Upper middle income","UMC","1975","","","7260496401.7","14567749097.2","","10.3684871385379","85111911354.2","28464000000","56647911354.2","13762536838.6","2626300091.48558","949798312377.074","","5630153000","0","254932695.5","","12.3620989150252","897549746.9","0.236700775343668","1.44897727028465","149348000","1967000","606276162","198995000","2278896688.9","1480459000","92374619.8","4206600000","2248179969.59761","4206600000","606874000","3759355570.2","1725654966.785","1324875.75273554","","","","","","","13.8115755599988","","","","","20.7090961801106","","","770496577"
"Uruguay","URY","2004","3124735.73349139","","","","4628929790.22246","","","","","","352712784.345572","13095418888.7882","18260000","","","","4738654445.44897","","","0.18693559747978","7.37019500977463","","","","","","","","","24479999.5422363","","","","69896167","20122388.5981308","","","","","","","","","14620000","","","","2512109312.05214","6.36157628534771",""
"United States","USA","1970","2620000000","","","","65650000000","","","","","","1220000000","1074359000000","","","","","59580000000","","","","","","","","","","","","","","","","","","700000000","","","","","","","","","","","","","15236515800","3.06878465256798",""
"St. Vincent and the Grenadines","VCT","2008","-230329511.851852","13.9419676189988","30707524.1","30711990.2","220284475.185185","34.5204696420099","231461550.9","","231461550.9","173783.4","159243360","672587148.148148","23820000","22298000","0","4466.1","463775848.518519","34.0956713602319","10469936.5","3.90730045303466","242.43319422003","1326000","","","","-3259156.4","29662000","28603915.3","","26280000.6866455","","19348000","26402758.9","26776559.2592593","","","","","4.56558294111742","13.9399401951433","0.0788904437563777","0.0748","0.20765087219861","2110000","4.56624695915765","13.9419676189988","36.0453936078452","83690185.4348018","2.16544744282328","544639.5"
"Yemen, Rep.","YEM","1993","","7.22211402635432","98654077.6","119569077.6","","112.85958921692","5363175373.6","","5363175373.6","581691304.3","903000000","5267489204.19494","113000000","726222000","0","","","60.1444448556681","59334947.3","5.95615820122645","23.0114495595945","40869000","","","","20707755.9","47784000","6914746.6","","313739990.234375","","726222000","68491502.5","1038599976","","","","","1.87288618496709","","","9.7847","352.948619886364","79860000","2.26994442636498","8.75322676427526","2.77229195165955","164809060.448312","","0"
"Belgium","BEL","2010","7337927601.44296","","","","461272420870.995","","","","","","125491894873.016","488333574084.956","","","","","449055976060.606","","","","","","","","","","","","","","","","","10993669270.2742","-3865093507.21501","","","","","","","","","","","","","26779063929.1966","0.715609599429958",""
"Bahamas, The","BHS","2005","-700637472.074333","","","","3157026153.259","","","","","","563414700","9654135300","","","","","3942895405.33333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","586297936.226167","1.78436770734455",""
"Bermuda","BMU","1977","","","","","","","","","","","","","0","","","","","","","","1.49812730733822","","","","","","","","","79999.9982118607","","","","","","","","","","","","","","80000","","","","","",""
"Bermuda","BMU","2005","","","","","","","","","","","43700000","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","",""
"Barbados","BRB","1971","-42465732.2264967","","","","110064608.245589","","","","","","15656171.6384982","","730000","","","","156956749.440409","","","","19.0342915939298","","","","","","","","","4570000.17166138","","","","4607883.93","0","","","","","","","","","830000","","","","18860581.9485159","1.44197037839472",""
"Barbados","BRB","1972","-46479667.2181207","","","","126547785.906199","","","","","","19139837.1938904","","580000","","","","178467497.315497","","","","19.4598436143354","","","","","","","","","4699999.80926514","","","","5100764.275","0","","","","","","","","","1120000","","","","27988871.9452569","1.88194751646758",""
"Botswana","BWA","1967","","","","","","","","","","","","62273361.2273361","13480000","","","","","","","29.3223295948673","31.2618776795705","","","","","","","","","18260000.2288818","","","","","","","","","","","","","","1900000","","","","","",""
"Central African Republic","CAF","1999","","","11678623.6","19050923.6","","93.2273236438922","827703143.9","","827703143.9","60239112.7","5976946.5274","991334220.888093","80070000","403286000","0","5590300","","83.0970440728991","9704591","11.9798146411044","33.3781247756771","-1308000","","6309149.1","-13462","-587771.5","-569000","1628404.5","","118760002.13623","","403286000","-1157077.4","","","","","","1.17807126536373","","","6.518","43.1798652415051","38400000","1.92174578447752","","15.0950295863817","139507412.455047","","36252105.9"
"Central Europe and the Baltics","CEB","2007","","","","","696075665851.737","","","","","","153392903966.077","1207380625439.85","","","-70428530.24","","815266188595.701","","","0.0134928456055654","1.54594742065173","0","","","","","","","","162910003.662109","","","","23164264338.702","-3754528382.55891","","","","","","","","","","","","40.0355483282565","","3.96864889873164",""
"Switzerland","CHE","1988","8845759584.50079","","","","99335064580.0588","","","","","","405248411.125538","","","","","","88776054124.2398","","","","","","","","","","","","","","","","","826214721.7","4255450010.2508","","","","","","","","","","","","","58367104163.8905","7.88957401718358",""
"Cabo Verde","CPV","1994","-45729294.0805341","14.0277492734511","9173993","9373993","65398894.8702033","43.3045312668364","166142676.1","","166142676.1","9777251.2","2128443.3544658","406239075.112039","63260000","26563000","0","","234352969.909127","88.7114160649567","8138379.1","29.4580225045906","317.925443251742","4890000","","","17620097.1","-282746.2","22689000","2104774.1","","119669998.168945","","26563000","22406000.9","85453643.8","","","","","2.25827439112544","14.0277492734511","14.9501780105074","5.5577","23.2356253046777","35640000","2.30750648430723","14.3335648386789","23.9192397552423","42078709.1881349","2.15463243522545",""
"Costa Rica","CRI","2004","-675040285.839869","7.55897325067731","611598816.3","907362417.8","8101357122.08174","32.18724086664","4001398554.1","489335000","3512063554.1","1672398562.2","1083718486.49799","17823588236.2478","31770000","71776000","4926900","780601.5","8966376242.95616","37.6129120052386","230040124.6","0.144527577092999","6.09681636107206","-165000","","","-11765000","-38504472.4","24792000","44054594","353675000","25760000.2288818","353675000","1071000","-13712746.2","319546352.12","6288665.40428712","","","","3.43140117575311","7.54933780950077","20.6434371056372","29.2856","86.985132308023","27360000","5.09079544350502","11.2001286219912","33.6674080529754","1922625761.23684","2.57311409979775","36846715.3"
"Caribbean small states","CSS","1994","","","","","10855756752.4624","","","","","","885069632.424357","18814556616.4576","","","0","","11533350960.6167","","","2.1430215111476","64.746828259314","12219000","","","","","","","","403199995.51773","","","","728348661.506","0","","","","","","","","","","","","15.6708169072633","","2.42353617530536",""
"Cyprus","CYP","2000","-488055775.318415","","","","5591396682.359","","","","","","854874285.662107","9128568331.76249","5200000","","","","6256667085.5587","","","","","","","","","","","","","","","","","44986487.5854566","29134419.900206","","","","","","","","","13700000","","","","1868515473.45376","3.5837268268914",""
"Cyprus","CYP","1965","","","","","","","","","","","","","5630000","","","","","","","","11.136508799377","","","","","","","","","6469999.79019165","","","","","","","","","","","","","","820000","","","","83710000","",""
"Dominican Republic","DOM","1990","-279600000","11.0614604171011","145460550","238883810.8","1918000000","66.3517732748763","3630704899.7","98814000","3531890899.7","782208240.9","132800000","6758924741.65132","30270000","258414000","0","66698260.8","2568200000","51.5056993803474","74920473.6","1.34503648341997","12.7441113561522","-201000","","-58122033.1","10765000","14055345.8","42173000","939385.8","-5285000","90910003.6621094","-5285000","20243000","56228731.6","314799987.8","0","","","","2.15212560518112","7.58397028154327","40.7824943117831","17.4418","1141.4099531592","43680000","3.53434636322991","12.4548389363921","1.5280958175232","68530000","0.320208706487034","71753279.8"
"Dominican Republic","DOM","1999","-429200000","6.3914411059393","339461422.7","387245301.8","5371000000","22.6568943645991","3649735993.8","","3649735993.8","1047121071.6","1344900000","21161260672.9652","84480000","289844000","0","3822879.1","7648000000","33.7852745940312","114687973.8","0.876554607779766","22.2322429110878","-662000","","0","6654000","-59886444.6","113725000","-5157933.3","","185490005.493164","","14691000","53838622.1","1631100000","","","","","1.604164458565","6.3202648054366","19.4958307875628","21.8391","149.742068662542","40310000","1.8299727402098","7.20992928318749","14.5845137487134","699283161.340443","1.09720161298187","97839373.5"
"East Asia & Pacific","EAS","2017","","","","","8152436553956.49","","","","","","558419240416.497","24301082388751.4","","","324311743","","7574303819932.62","","","0.0346268114108147","3.63624875805523","88501000","","","","","","","","8414689969.53964","","","","114064178480.145","105621420343.05","","","","","","","","","","","","150.099199849301","","13.0495653448943",""
"Europe & Central Asia (excluding high income)","ECA","2014","","6.93053328512156","74235318194.2","230282181239.2","1302975664581.11","39.217478828578","1172754924162","709938201589.4","462816722572.6","267093222473.2","67127809995.1732","3933551465056.3","","37310586000","-203508194","6573194779.7","1304155468318.96","9.2641442027756","6877266926.9","0.263889517952287","25.468760677332","70353000","57773362.4","-1444188176.2","283211000","4840011186.9","6387811000","3007037828.4","16275742000","10380229999.5422","10780546000","7886569000","11227822156.7","54963008902.3171","-10221911473.8981","","","","1.98780726812438","6.15900186200458","22.1719110619059","18.2368711491308","41.1900170405639","","6.16629125761035","18.8772309302738","44.287243295655","","7.50270448448486","24729961577.9"
"Euro area","EMU","1960","","","","","","","","","","","","246922964651.769","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Estonia","EST","2002","-779341245.579739","","","","4500607441.15013","","","","","","338234260.376913","6978783083.73363","49250000","","","","5344313575.25094","","","","","0","","","","","","","","","","","","19148980.4054451","53344219.5251253","","","","","","","","","9120000","","","","1003157301.27034","2.25246656015667",""
"Estonia","EST","1999","-294644154.245682","","","","3356971032.45417","","","","","","325892789.377935","","48680000","","","","3764092604.55583","","","","","0","","","","","","","","","","","","2314638.97708072","235357203.725011","","","","","","","","","12340000","","","","855813709.230556","2.72835065171796",""
